Order_ID,Merchant,Original_Time,Quantity,Item,Details,Price,Subtotal,Discount,Delivery_Fee,Bag_Fee,Platform_Fee,Tip,Total_Incl_Tax,Date,Weekday,Time_24hr
y5qb-z4cu,呈信傳統鵝肉店 (永和永貞店),4月3日 週一 下午12:55,1,特盛鵝肉飯套餐,燙青菜,220,0,0,0,0,0,0,0,2021/04/03,Monday,12:55
y5qb-z4cu,呈信傳統鵝肉店 (永和永貞店),4月3日 週一 下午12:55,1,滷桂竹筍,,60,0,0,0,0,0,0,0,2021/04/03,Monday,12:55
w8mb-ql9m,樂華嘉味仙麻油雞腿庫飯 (新北永平店),4月2日 週日 下午10:43,1,麻油雙腰湯,,405,0,0,0,0,0,0,0,2021/04/02,Sunday,22:43
r185-425w,胖老爹美式炸雞 (永和智光店),4月2日 週日 下午10:55,1,2號餐(雞塊+雞腿+小飲料),可口可樂350ml,150,0,0,0,0,0,0,0,2020/04/02,Sunday,22:55
r185-425w,胖老爹美式炸雞 (永和智光店),4月2日 週日 下午10:55,1,2號餐(雞塊+雞腿+小飲料),雪碧350ml,150,0,0,0,0,0,0,0,2020/04/02,Sunday,22:55
k4hs-oje5,樂華蚵仔煎,2月9日 週四 下午10:52,3,蚵仔煎,,225,0,0,0,0,0,0,0,2020/02/09,Thursday,22:52
k4hs-oje5,樂華蚵仔煎,2月9日 週四 下午10:52,1,豬血湯,,35,0,0,0,0,0,0,0,2020/02/09,Thursday,22:52
e0lo-utch,胖老爹美式炸雞 (永和樂華店),2月8日 週三 下午11:18,1,【2號餐】,可樂小寶特瓶350ML,140,0,0,0,0,0,0,0,2020/02/08,Wednesday,23:18
a9rp-4u4q,清心福全 (永和宜安店),2月4日 週六 下午11:03,1,【隱藏版】珍珠蜂蜜鮮奶普洱,"常溫, 推薦-半蜜【5分蜜】",80,0,0,0,0,0,0,0,2020/02/04,Saturday,23:03
a9rp-4u4q,清心福全 (永和宜安店),2月4日 週六 下午11:03,1,鮮奶茶【紅茶拿鐵】,"常溫, 推薦-半糖【5分糖】",70,0,0,0,0,0,0,0,2020/02/04,Saturday,23:03
cbfo-1g9m,鶴茶樓 (中和永安店),2月3日 週五 下午1:44,1,鶴頂紅茶【濃口】,"微糖【30%】, 微冰【30%】, 蜜糖珍珠【嗜嚼系首選】",49,0,0,0,0,0,0,0,2020/02/03,Friday,13:44
